subject,prefix,author_prefix,dcterms:creator,author_last_first,rdfs:label,dcterms:title,schema:encodingFormat,schema:bookFormat
False_Memory,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,False Memory,mobi,schema:Ebook
Fear_Nothing,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Fear Nothing,mobi,schema:Ebook
Fear_That_Man,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Fear That Man,mobi,schema:Ebook
Flesh_In_Furnace,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Flesh In The Furnace,mobi,schema:Ebook
Frankenstein_01,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Frankenstein - 01 - Prodigal Son,mobi,schema:Ebook
Frankenstein_02,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Frankenstein - 02 - City Of Night,mobi,schema:Ebook
Frankenstein_03,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Frankenstein - Dead and Alive,prc,schema:Ebook
Frankenstein_Lost_Souls,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Frankenstein - Lost Souls,prc,schema:Ebook
Funhouse,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Funhouse,mobi,schema:Ebook
Hanging_On,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Hanging On,mobi,schema:Ebook
Hells_Gate,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Hells Gate,mobi,schema:Ebook
Hideaway,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Hideaway,mobi,schema:Ebook
Icebound,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Icebound,mobi,schema:Ebook
In_Corner_His_Eye,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,In The Corner of His Eye,mobi,schema:Ebook
Voice_Of_Night,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,The Voice Of The Night,mobi,schema:Ebook
Invasion,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Invasion,mobi,schema:Ebook
Life_Expectancy,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Life Expectancy,mobi,schema:Ebook
Lightning,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Lightning,mobi,schema:Ebook
Servants_Of_Twilight,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,The Servants Of Twilight,mobi,schema:Ebook
Scariest_Thing_I_Know,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,The Scariest Thing I Know,mobi,schema:Ebook
Night_Chills,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Night Chills,mobi,schema:Ebook
Nightmare_Journey,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Nightmare Journey,mobi,schema:Ebook
Ollies_Hands,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Ollie's Hands,mobi,schema:Ebook
One_Door_Away_From_Heaven,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,One Door Away From Heaven,mobi,schema:Ebook
Phantoms,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Phantoms,mobi,schema:Ebook
Santas_Twin,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Santa's Twin,mobi,schema:Ebook
Shadowfires,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Shadowfires,mobi,schema:Ebook
Shattered,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Shattered,mobi,schema:Ebook
Snatcher_1,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Snatcher 1,mobi,schema:Ebook
Snatcher_2,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Snatcher 2,mobi,schema:Ebook
Soft_Come_Dragons,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Soft Come The Dragons,mobi,schema:Ebook
Star_Quest,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Star Quest,mobi,schema:Ebook
Starblood,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Starblood,mobi,schema:Ebook
Strange_Highways,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Strange Highways,mobi,schema:Ebook
Bad_Place,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,The Bad Place,mobi,schema:Ebook
Black_Pumpkin,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,The Black Pumpkin,mobi,schema:Ebook
Book_Of_Counted_Sorrows,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,The Book Of Counted Sorrows,mobi,schema:Ebook
Crimson_Witch,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,The Crimson Witch,mobi,schema:Ebook
Dark_Of_Summer,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,The Dark Of Summer,mobi,schema:Ebook
Dark_Symphony,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,The Dark Symphony,mobi,schema:Ebook
Eyes_Of_Darkness,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,The Eyes Of Darkness,mobi,schema:Ebook
Face_Of_Fear,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,The Face Of Fear,mobi,schema:Ebook
Flesh_In_Furnace,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,The Flesh In The Furnace,mobi,schema:Ebook
Good_Guy,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,The Good Guy,mobi,schema:Ebook
Haunted_Earth,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,The Haunted Earth,mobi,schema:Ebook
House_Of_Thunder,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,The House Of Thunder,mobi,schema:Ebook
Key_To_Midnight,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,The Key To Midnight,mobi,schema:Ebook
Mask,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,The Mask,mobi,schema:Ebook
Night_of_Storm,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,The Night of the Storm,mobi,schema:Ebook
Psychedelic_Children,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,The Psychedelic Children,mobi,schema:Ebook
Time_Thieves,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Time Thieves,mobi,schema:Ebook
Twilight_Eyes,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Twilight Eyes,mobi,schema:Ebook
Twilight_Eyes2,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Twilight Eyes,prc,schema:Ebook
Twilight_Of_Dawn,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Twilight Of The Dawn,mobi,schema:Ebook
Vision,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Vision,prc,schema:Ebook
Warlock,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Warlock,mobi,schema:Ebook
We_Three,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,We Three,mobi,schema:Ebook
Whispers,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Whispers,mobi,schema:Ebook
Winter_Moon,authors,:,Dean_Koontz,"Koontz, Dean",Dean Koontz,Winter Moon,mobi,schema:Ebook
Into_Wild,authors,:,Jon_Krakauer,"Krakauer, Jon",Jon Krakauer,Into the Wild,mobi,schema:Ebook
Under_Banner_of_Heaven,authors,:,Jon_Krakauer,"Krakauer, Jon",Jon Krakauer,Under the Banner of Heaven,mobi,schema:Ebook
Where_Men_Win_Glory,authors,:,Jon_Krakauer,"Krakauer, Jon",Jon Krakauer,Where Men Win Glory,mobi,schema:Ebook
Great_House,authors,:,Nicole_Krauss,"Krauss, Nicole",Nicole Krauss,Great House,mobi,schema:Ebook
A_Wrinkle_in_Time,authors,:,Madeleine_Lengle,"L'Engle, Madeleine",Madeleine L'Engle,A Wrinkle in Time,mobi,schema:Ebook
Interpreter_of_Maladies,authors,:,Jhumpa_Lahiri,"Lahiri, Jhumpa",Jhumpa Lahiri,Interpreter of Maladies,mobi,schema:Ebook
I_Know_This_Much_Is_True,authors,:,Wally_Lamb,"Lamb, Wally",Wally Lamb,I Know This Much Is True,mobi,schema:Ebook
Hour_I_First_Believed,authors,:,Wally_Lamb,"Lamb, Wally",Wally Lamb,The Hour I First Believed,mobi,schema:Ebook
Stuff_White_People_Like,authors,:,Christian_Lander,"Lander, Christian",Christian Lander,Stuff White People Like,mobi,schema:Ebook
Devil_in_White_City,authors,:,Erik_Larson,"Larson, Erik",Erik Larson,Devil in the White City,mobi,schema:Ebook
Girl_Dragon_Tattoo,authors,:,Stieg_Larsson,"Larsson, Stieg",Stieg Larsson,The Girl with the Dragon Tattoo,mobi,schema:Ebook
Girl_Played_with_Fire,authors,:,Stieg_Larsson,"Larsson, Stieg",Stieg Larsson,The Girl Who Played with Fire,mobi,schema:Ebook
Girl_Kicked_Hornets_Nest,authors,:,Stieg_Larsson,"Larsson, Stieg",Stieg Larsson,The Girl Who Kicked the Hornet's Nest,mobi,schema:Ebook
Gun_Seller,authors,:,Hugh_Laurie,"Laurie, Hugh",Hugh Laurie,The Gun Seller,mobi,schema:Ebook
Lady_Chatterleys_Lover,authors,:,DH_Lawrence,"Lawrence, D.H.",D.H. Lawrence,Lady Chatterley's Lover,mobi,schema:Ebook
Sons_and_Lovers,authors,:,DH_Lawrence,"Lawrence, D.H.",D.H. Lawrence,Sons and Lovers,mobi,schema:Ebook
Why_We_Suck,authors,:,Denis_Leary,"Leary, Denis",Denis Leary,Why We Suck,mobi,schema:Ebook
Helmet_for_My_Pillow,authors,:,Robert_Leckie,"Leckie, Robert",Robert Leckie,"Helmet for My Pillow, From Parris Island to the Pacific",mobi,schema:Ebook
Okinawa_Last_Battle,authors,:,Robert_Leckie,"Leckie, Robert",Robert Leckie,"Okinawa, The Last Battle of World War II",mobi,schema:Ebook
Succubi,authors,:,Edward_Lee,"Lee, Edward",Edward Lee,Succubi,prc,schema:Ebook
Backwoods,authors,:,Edward_Lee,"Lee, Edward",Edward Lee,The Backwoods,prc,schema:Ebook
To_Kill_a_Mockingbird,authors,:,Harper_Lee,"Lee, Harper",Harper Lee,To Kill a Mockingbird,mobi,schema:Ebook
Drink_Before_War,authors,:,Dennis_Lehane,"Lehane, Dennis",Dennis Lehane,A Drink Before the War,mobi,schema:Ebook
Gone_Baby_Gone,authors,:,Dennis_Lehane,"Lehane, Dennis",Dennis Lehane,"Gone, Baby, Gone",mobi,schema:Ebook
Moonlight_Mile,authors,:,Dennis_Lehane,"Lehane, Dennis",Dennis Lehane,Moonlight Mile,mobi,schema:Ebook
Mystic_River,authors,:,Dennis_Lehane,"Lehane, Dennis",Dennis Lehane,Mystic River,mobi,schema:Ebook
Prayers_for_Rain,authors,:,Dennis_Lehane,"Lehane, Dennis",Dennis Lehane,Prayers for Rain,mobi,schema:Ebook
Shutter_Island,authors,:,Dennis_Lehane,"Lehane, Dennis",Dennis Lehane,Shutter Island,mobi,schema:Ebook
Get_Shorty,authors,:,Elmore_Leonard,"Leonard, Elmore",Elmore Leonard,Get Shorty,mobi,schema:Ebook
Jackie_Brown,authors,:,Elmore_Leonard,"Leonard, Elmore",Elmore Leonard,Jackie Brown,mobi,schema:Ebook
Tishomingo_Blue,authors,:,Elmore_Leonard,"Leonard, Elmore",Elmore Leonard,Tishomingo Blue,mobi,schema:Ebook
Freakonomics,authors,:,Steven_Levitt,"Levitt, Steven D.",Steven D. Levitt,Freakonomics,mobi,schema:Ebook
Superfreakonomics,authors,:,Steven_Levitt,"Levitt, Steven D.",Steven D. Levitt,Superfreakonomics,mobi,schema:Ebook
Mere_Christianity,authors,:,CS_Lewis,"Lewis, C.S. ",C.S. Lewis,Mere Christianity,mobi,schema:Ebook
Chronicles_of_Narnia_01,authors,:,CS_Lewis,"Lewis, C.S. ",C.S. Lewis,"The Chronicles of Narnia 01 - The Lion, the Witch and the Wardrobe",mobi,schema:Ebook
Chronicles_of_Narnia_02,authors,:,CS_Lewis,"Lewis, C.S. ",C.S. Lewis,The Chronicles of Narnia 02 - Prince Caspian,mobi,schema:Ebook
Chronicles_of_Narnia_03,authors,:,CS_Lewis,"Lewis, C.S. ",C.S. Lewis,The Chronicles of Narnia 03 - The Voyage of the Dawn Treader,mobi,schema:Ebook
Chronicles_of_Narnia_04,authors,:,CS_Lewis,"Lewis, C.S. ",C.S. Lewis,The Chronicles of Narnia 04 - The Silver Chair,mobi,schema:Ebook
Chronicles_of_Narnia_05,authors,:,CS_Lewis,"Lewis, C.S. ",C.S. Lewis,The Chronicles of Narnia 05 - The Horse and His Boy,mobi,schema:Ebook
Chronicles_of_Narnia_06,authors,:,CS_Lewis,"Lewis, C.S. ",C.S. Lewis,The Chronicles of Narnia 06 - The Magician's Nephew,mobi,schema:Ebook
Chronicles_of_Narnia_07,authors,:,CS_Lewis,"Lewis, C.S. ",C.S. Lewis,The Chronicles of Narnia 07 - The Last Battle,mobi,schema:Ebook
Big_Short_Doomsday_Machine,authors,:,Michael_Lewis,"Lewis, Michael",Michael Lewis,"The Big Short, Inside the Doomsday Machine",mobi,schema:Ebook
Blind_Side,authors,:,Michael_Lewis,"Lewis, Michael",Michael Lewis,The Blind Side,mobi,schema:Ebook
Let_Right_One_In,authors,:,John_A_Lindquist,"Lindquist, John Avjide",John Avjide Lindquist,Let the Right One In,mobi,schema:Ebook
Dexter_01,authors,:,Jeff_Lindsay,"Lindsay, Jeff",Jeff Lindsay,Dexter 01 - Darkly Dreaming Dexter,mobi,schema:Ebook
Dexter_02,authors,:,Jeff_Lindsay,"Lindsay, Jeff",Jeff Lindsay,Dexter 02 - Dearly Devoted Dexter,mobi,schema:Ebook
Dexter_03,authors,:,Jeff_Lindsay,"Lindsay, Jeff",Jeff Lindsay,Dexter 03 - Dexter in the Dark,mobi,schema:Ebook
Dexter_04,authors,:,Jeff_Lindsay,"Lindsay, Jeff",Jeff Lindsay,Dexter 04 - Dexter by Design,mobi,schema:Ebook
Dexter_05,authors,:,Jeff_Lindsay,"Lindsay, Jeff",Jeff Lindsay,Dexter 05 - Dexter is Delicious,mobi,schema:Ebook
Death_Instinct,authors,:,Bentley_Little,"Little, Bentley",Bentley Little,Death Instinct,mobi,schema:Ebook
Dispatch,authors,:,Bentley_Little,"Little, Bentley",Bentley Little,Dispatch,mobi,schema:Ebook
Dominion,authors,:,Bentley_Little,"Little, Bentley",Bentley Little,Dominion,prc,schema:Ebook
Academy,authors,:,Bentley_Little,"Little, Bentley",Bentley Little,The Academy,mobi,schema:Ebook
Association,authors,:,Bentley_Little,"Little, Bentley",Bentley Little,The Association,prc,schema:Ebook
Burning,authors,:,Bentley_Little,"Little, Bentley",Bentley Little,The Burning,prc,schema:Ebook
Collection,authors,:,Bentley_Little,"Little, Bentley",Bentley Little,The Collection,mobi,schema:Ebook
House,authors,:,Bentley_Little,"Little, Bentley",Bentley Little,The House,prc,schema:Ebook
Ignored,authors,:,Bentley_Little,"Little, Bentley",Bentley Little,The Ignored,prc,schema:Ebook
Mailman,authors,:,Bentley_Little,"Little, Bentley",Bentley Little,The Mailman,prc,schema:Ebook
Return,authors,:,Bentley_Little,"Little, Bentley",Bentley Little,The Return,prc,schema:Ebook
Revelation,authors,:,Bentley_Little,"Little, Bentley",Bentley Little,The Revelation,prc,schema:Ebook
Store,authors,:,Bentley_Little,"Little, Bentley",Bentley Little,The Store,prc,schema:Ebook
Summoning,authors,:,Bentley_Little,"Little, Bentley",Bentley Little,The Summoning,mobi,schema:Ebook
Town,authors,:,Bentley_Little,"Little, Bentley",Bentley Little,The Town,prc,schema:Ebook
University,authors,:,Bentley_Little,"Little, Bentley",Bentley Little,The University,prc,schema:Ebook
Vanishing,authors,:,Bentley_Little,"Little, Bentley",Bentley Little,The Vanishing,mobi,schema:Ebook
Walking,authors,:,Bentley_Little,"Little, Bentley",Bentley Little,The Walking,mobi,schema:Ebook
Lies_My_Teacher_Told_Me,authors,:,James_Loewen,"Loewen, James",James Loewen,Lies My Teacher Told Me,mobi,schema:Ebook
Call_of_Wild_White_Fang,authors,:,Jack_London,"London, Jack",Jack London,The Call of the Wild and White Fang,mobi,schema:Ebook
Definitive_HP_Lovecraft,authors,:,HP_Lovecraft,"Lovecraft, H.P.",H.P. Lovecraft,Definitive H.P. Lovecraft,mobi,schema:Ebook
Giver,authors,:,Lois_Lowry,"Lowry, Lois",Lois Lowry,The Giver,mobi,schema:Ebook
Jason_Bourne_01,authors,:,Robert_Ludlum,"Ludlum, Robert",Robert Ludlum,Jason Bourne 01 - The Bourne Identity,mobi,schema:Ebook
Jason_Bourne_02,authors,:,Robert_Ludlum,"Ludlum, Robert",Robert Ludlum,Jason Bourne 02 - The Bourne Supremacy,mobi,schema:Ebook
Jason_Bourne_03,authors,:,Robert_Ludlum,"Ludlum, Robert",Robert Ludlum,Jason Bourne 03 - The Bourne Ultimatum,mobi,schema:Ebook
First_Five_Page,authors,:,Noah_Lukeman,"Lukeman, Noah",Noah Lukeman,The First Five Page,mobi,schema:Ebook
Dreamlands_Hero_Of_Dreams,authors,:,Brian_Lumley,"Lumley, Brian",Brian Lumley,Dreamlands 1 - Hero Of Dreams,prc,schema:Ebook
Khai_Of_Khem,authors,:,Brian_Lumley,"Lumley, Brian",Brian Lumley,Khai Of Khem,prc,schema:Ebook
Maze_of_Worlds,authors,:,Brian_Lumley,"Lumley, Brian",Brian Lumley,Maze of Worlds,prc,schema:Ebook
Necroscope_01,authors,:,Brian_Lumley,"Lumley, Brian",Brian Lumley,Necroscope 01 - Necroscope,prc,schema:Ebook
Necroscope_02,authors,:,Brian_Lumley,"Lumley, Brian",Brian Lumley,Necroscope 02 - Wamphyri,prc,schema:Ebook
Necroscope_03,authors,:,Brian_Lumley,"Lumley, Brian",Brian Lumley,Necroscope 03 - The Source,prc,schema:Ebook
Necroscope_04,authors,:,Brian_Lumley,"Lumley, Brian",Brian Lumley,Necroscope 04 - Deadspeak,prc,schema:Ebook
Necroscope_05,authors,:,Brian_Lumley,"Lumley, Brian",Brian Lumley,Necroscope 05 - Deadspawn,prc,schema:Ebook
Necroscope_06,authors,:,Brian_Lumley,"Lumley, Brian",Brian Lumley,Necroscope 06 - Lost Years 01 - The Lost Years,prc,schema:Ebook
Necroscope_07,authors,:,Brian_Lumley,"Lumley, Brian",Brian Lumley,Necroscope 07 - Lost Years 02 - Resurgence,prc,schema:Ebook
Necroscope_08,authors,:,Brian_Lumley,"Lumley, Brian",Brian Lumley,Necroscope 08 - E-Branch 01 - Invaders,prc,schema:Ebook
Necroscope_09,authors,:,Brian_Lumley,"Lumley, Brian",Brian Lumley,Necroscope 09 - E-Branch 02 - Defilers,prc,schema:Ebook
Necroscope_10,authors,:,Brian_Lumley,"Lumley, Brian",Brian Lumley,Necroscope 10 - E-Branch 03 - Avengers,prc,schema:Ebook
Necroscope_11,authors,:,Brian_Lumley,"Lumley, Brian",Brian Lumley,Necroscope 11 - Harry Keogh Necroscope and Other Heroes,prc,schema:Ebook
Necroscope_12,authors,:,Brian_Lumley,"Lumley, Brian",Brian Lumley,Necroscope 12 - The Touch,prc,schema:Ebook
Psychomech_01,authors,:,Brian_Lumley,"Lumley, Brian",Brian Lumley,Psychomech 01 - Psychomech,prc,schema:Ebook
Psychomech_02,authors,:,Brian_Lumley,"Lumley, Brian",Brian Lumley,Psychomech 02 - Psychosphere,prc,schema:Ebook
Psychomech_03,authors,:,Brian_Lumley,"Lumley, Brian",Brian Lumley,Psychomech 03 - Psychamok,prc,schema:Ebook
Vampire_World_01,authors,:,Brian_Lumley,"Lumley, Brian",Brian Lumley,Vampire World 01 - Blood Brothers,prc,schema:Ebook
Vampire_World_02,authors,:,Brian_Lumley,"Lumley, Brian",Brian Lumley,Vampire World 02 - Last Aerie,prc,schema:Ebook
Vampire_World_03,authors,:,Brian_Lumley,"Lumley, Brian",Brian Lumley,Vampire World 03 - Bloodwars,prc,schema:Ebook
Gentlemen_Bastards_01,authors,:,Scott_Lynch,"Lynch, Scott",Scott Lynch,Gentlemen Bastards 01 - The Lies of Locke Lamora,mobi,schema:Ebook
Gentlemen_Bastards_02,authors,:,Scott_Lynch,"Lynch, Scott",Scott Lynch,Gentlemen Bastards 02 - Red Seas Under Red Skies,mobi,schema:Ebook
Bad_Moon_Rising,authors,:,Jonathan_Maberry,"Maberry, Jonathan",Jonathan Maberry,Bad Moon Rising,mobi,schema:Ebook
Dead_Mans_Song,authors,:,Jonathan_Maberry,"Maberry, Jonathan",Jonathan Maberry,Dead Man's Song,mobi,schema:Ebook
Ghost_Road_Blues,authors,:,Jonathan_Maberry,"Maberry, Jonathan",Jonathan Maberry,Ghost Road Blues,mobi,schema:Ebook
Prince,authors,:,Niccolo_Machiavelli,"Machiavelli, Niccolo",Niccolo Machiavelli,The Prince,mobi,schema:Ebook
Sex,authors,:,Madonna,Madonna,Madonna,Sex,mobi,schema:Ebook
Wicked,authors,:,Gregory_Maguire,"Maguire, Gregory",Gregory Maguire,Wicked,mobi,schema:Ebook
When_You_Ride_Alone,authors,:,Bill_Maher,"Maher, Bill",Bill Maher,When You Ride Alone You Ride with Bin Laden,mobi,schema:Ebook
Autobiography_Malcolm_X,authors,:,Malcolm_X,Malcolm X,Malcolm X,The Autobiography of Malcolm X,mobi,schema:Ebook
Wolf_Hall,authors,:,Hilary_Mantel,"Mantel, Hilary",Hilary Mantel,Wolf Hall,mobi,schema:Ebook
Matterhorn,authors,:,Karl_Marlantes,"Marlantes, Karl",Karl Marlantes,Matterhorn,mobi,schema:Ebook
Love_in_Time_of_Cholera,authors,:,Gabriel_Marquez,"Marquez, Gabriel Garcia",Gabriel Garcia Marquez,Love in the Time of Cholera,mobi,schema:Ebook
One_Hundred_Years_of_Solitude,authors,:,Gabriel_Marquez,"Marquez, Gabriel Garcia",Gabriel Garcia Marquez,One Hundred Years of Solitude,mobi,schema:Ebook
Life_of_Pi,authors,:,Yann_Martel,"Martel, Yann",Yann Martel,Life of Pi,mobi,schema:Ebook
Song_of_Ice_and_Fire_01,authors,:,George_RR_Martin,"Martin, George R.R.",George R.R. Martin,A Song of Ice and Fire 01 - A Game Of Thrones,mobi,schema:Ebook
Song_of_Ice_and_Fire_02,authors,:,George_RR_Martin,"Martin, George R.R.",George R.R. Martin,A Song of Ice and Fire 02 - A Clash of Kings,mobi,schema:Ebook
Song_of_Ice_and_Fire_03,authors,:,George_RR_Martin,"Martin, George R.R.",George R.R. Martin,A Song of Ice and Fire 03 - A Storm of Swords,mobi,schema:Ebook
Song_of_Ice_and_Fire_04,authors,:,George_RR_Martin,"Martin, George R.R.",George R.R. Martin,A Song of Ice and Fire 04 - A Feast for Crows,mobi,schema:Ebook
Hedge_Knight,authors,:,George_RR_Martin,"Martin, George R.R.",George R.R. Martin,The Hedge Knight,mobi,schema:Ebook
An_Object_of_Beauty,authors,:,Steve_Martin,"Martin, Steve",Steve Martin,An Object of Beauty,mobi,schema:Ebook
Born_Standing_Up_A_Comics_Life,authors,:,Steve_Martin,"Martin, Steve",Steve Martin,"Born Standing Up, A Comic's Life",mobi,schema:Ebook
I_Am_Legend,authors,:,Richard_Matheson,"Matheson, Richard",Richard Matheson,I Am Legend,mobi,schema:Ebook
Of_Human_Bondage,authors,:,W_Somerset_Maugham,"Maugham, W. Somerset",W. Somerset Maugham,Of Human Bondage,mobi,schema:Ebook
Assholes_Finish_First,authors,:,Tucker_Max,"Max, Tucker",Tucker Max,Assholes Finish First,mobi,schema:Ebook
I_Hope_They_Serve_Beer_In_Hell,authors,:,Tucker_Max,"Max, Tucker",Tucker Max,I Hope They Serve Beer In Hell,mobi,schema:Ebook
Dirty_Sexy_Politics,authors,:,Meghan_McCain,"McCain, Meghan",Meghan McCain,Dirty Sexy Politics,mobi,schema:Ebook
Boys_Life,authors,:,Robert_McCammon,"McCammon, Robert",Robert McCammon,Boy's Life,mobi,schema:Ebook
Swan_Song,authors,:,Robert_McCammon,"McCammon, Robert",Robert McCammon,Swan Song,mobi,schema:Ebook
Doom_City,authors,:,Robert_McCammon,"McCammon, Robert",Robert McCammon,Doom City,prc,schema:Ebook
Gone_South,authors,:,Robert_McCammon,"McCammon, Robert",Robert McCammon,Gone South,prc,schema:Ebook
Mine,authors,:,Robert_McCammon,"McCammon, Robert",Robert McCammon,Mine,prc,schema:Ebook
Night_Calls_Green_Falcon,authors,:,Robert_McCammon,"McCammon, Robert",Robert McCammon,Night Calls The Green Falcon,prc,schema:Ebook
Stinger,authors,:,Robert_McCammon,"McCammon, Robert",Robert McCammon,Stinger,prc,schema:Ebook
Collected_Stories,authors,:,Robert_McCammon,"McCammon, Robert",Robert McCammon,The Collected Stories,prc,schema:Ebook
Night_Boat,authors,:,Robert_McCammon,"McCammon, Robert",Robert McCammon,The Night Boat,prc,schema:Ebook
Wolfs_Hour,authors,:,Robert_McCammon,"McCammon, Robert",Robert McCammon,The Wolfs Hour,prc,schema:Ebook
They_Thirst,authors,:,Robert_McCammon,"McCammon, Robert",Robert McCammon,They Thirst,prc,schema:Ebook
All_Pretty_Horses,authors,:,Cormac_McCarthy,"McCarthy, Cormac",Cormac McCarthy,All the Pretty Horses,mobi,schema:Ebook
Blood_Meridian,authors,:,Cormac_McCarthy,"McCarthy, Cormac",Cormac McCarthy,Blood Meridian,mobi,schema:Ebook
No_Country_Old_Men,authors,:,Cormac_McCarthy,"McCarthy, Cormac",Cormac McCarthy,No Country for Old Men,mobi,schema:Ebook
Road,authors,:,Cormac_McCarthy,"McCarthy, Cormac",Cormac McCarthy,The Road,mobi,schema:Ebook
1776,authors,:,David_McCullough,"McCullough, David",David McCullough,1776,mobi,schema:Ebook
John_Adams,authors,:,David_McCullough,"McCullough, David",David McCullough,John Adams,mobi,schema:Ebook
Cult_of_Osiris,authors,:,Andy_McDermott,"McDermott, Andy",Andy McDermott,The Cult of Osiris,prc,schema:Ebook
Sacred_Vault,authors,:,Andy_McDermott,"McDermott, Andy",Andy McDermott,The Sacred Vault,prc,schema:Ebook
Atonement,authors,:,Ian_McEwan,"McEwan, Ian",Ian McEwan,Atonement,mobi,schema:Ebook
Solar,authors,:,Ian_McEwan,"McEwan, Ian",Ian McEwan,Solar,mobi,schema:Ebook
Food_of_Gods,authors,:,Terence_McKenna,"McKenna, Terence",Terence McKenna,Food of the Gods,mobi,schema:Ebook
Paris_Wife,authors,:,Paula_McLain,"McLain, Paula",Paula McLain,The Paris Wife,mobi,schema:Ebook
Day_Late_Dollar_Short,authors,:,Terry_McMillan,"McMillan, Terry",Terry McMillan,A Day Late and a Dollar Short,mobi,schema:Ebook
Haunted_Vagina,authors,:,Carlton_Mellick,"Mellick III, Carlton",Carlton Mellick III,Haunted Vagina,mobi,schema:Ebook
Sausagey_Santa,authors,:,Carlton_Mellick,"Mellick III, Carlton",Carlton Mellick III,Sausagey Santa,mobi,schema:Ebook
Warslut,authors,:,Carlton_Mellick,"Mellick III, Carlton",Carlton Mellick III,Warslut,mobi,schema:Ebook
Moby_Dick,authors,:,Herman_Melville,"Melville, Herman",Herman Melville,Moby Dick,mobi,schema:Ebook
Host,authors,:,Stephenie_Meyer,"Meyer, Stephanie",Stephanie Meyer,The Host,mobi,schema:Ebook
Short_Second_Life_Bree_Tanner,authors,:,Stephenie_Meyer,"Meyer, Stephanie",Stephanie Meyer,The Short Second Life of Bree Tanner,mobi,schema:Ebook
Twilight_01,authors,:,Stephenie_Meyer,"Meyer, Stephanie",Stephanie Meyer,Twilight 01 - Twilight,mobi,schema:Ebook
Twilight_02,authors,:,Stephenie_Meyer,"Meyer, Stephanie",Stephanie Meyer,Twilight 02 - New Moon,mobi,schema:Ebook
